0.110429 0.44186
0.134969 0.492248
0.159509 0.44186
0.184049 0.44186
0.208589 0.492248
0.233129 0.492248
0.257669 0.492248
0.282209 0.391473
0.306748 0.391473
0.331288 0.391473
0.355828 0.391473
0.380368 0.391473
0.404908 0.391473
0.429448 0.391473
0.453988 0.391473
0.478528 0.391473
0.503067 0.492248
0.527607 0.492248
0.552147 1.11628
0.601227 1.08527
0.773006 1.08527
0.846626 1.11628
0.871166 1.11628
0.895706 1.11628
0.944785 1.08527
1.04294 0.49031
1.16564 1.11628
1.31288 1.11628
1.33742 1.11628
1.36196 1.11628
1.65644 1.0969
1.85276 1.08915
1.92638 1.11628
1.95092 1.11628
1.97546 1.11628
2.02454 0.0523256
2.26994 1.11628
2.29448 1.11628
2.34356 1.1124
6.02454 0.916667
7.03067 0.957364
8.03681 0.0542636
9.0184 0.957364
10.0245 0.0542636
11.0307 0.49031
12.5276 0.391473
12.5521 0.391473
12.5767 0.391473
12.6012 0.391473
12.6258 0.391473
12.6503 0.391473
12.6748 0.391473
12.6994 0.391473
12.7239 0.391473
12.7485 0.391473
12.773 0.391473
12.7975 0.44186
12.8221 0.44186
12.8466 0.44186
12.8712 0.44186
12.8957 0.44186
12.9202 0.44186
12.9448 0.44186
12.9693 0.44186
